section,kind,local,name,line,end_line,span_lines,proof_group,proof_start,proof_end,proof_span_lines,proof_body_lines,proof_body_lines_unique,internal_caller_count,internal_callers,self_ref_count,internal_nonheader_count,interstitial_ref_count,external_confirmed_count,external_confirmed_files,external_bare_candidate_count,reachable_from_confirmed_public,reference_class
Lexicographic sorting and stable permutation,Lemma,False,select_preserve_remain_sorted,6419,6428,10,select_preserve_remain_sorted,6424,6428,5,3,3,1,selsort_stable_permut,0,1,0,0,,0,True,internal-live
Lexicographic sorting and stable permutation,Lemma,False,selsort_stable_permut,6430,6474,45,selsort_stable_permut,6435,6474,40,38,38,1,selection_sort_instance_list_ext_is_stable_permut,0,1,0,0,,0,True,internal-live
Lexicographic sorting and stable permutation,Lemma,False,selection_sort_instance_list_ext_is_stable_permut,6476,6487,12,selection_sort_instance_list_ext_is_stable_permut,6481,6487,7,5,5,0,,0,0,0,2,src/AffineValidator.v;src/TilingRelation.v,0,True,confirmed-external
Lexicographic sorting and stable permutation,Notation,False,instr_point_list_sema_stable_under_state_eq,6490,6490,1,instr_point_list_sema_stable_under_state_eq,,,0,0,0,1,stable_permut_step_ext_lists_are_equivalent,1,3,0,3,src/Extractor.v,11,True,confirmed-external
Lexicographic sorting and stable permutation,Lemma,False,stable_permut_step_ext_lists_are_equivalent,6493,6660,168,stable_permut_step_ext_lists_are_equivalent,6518,6660,143,141,141,1,stable_permut'_ext_lists_are_equivalent,0,2,0,0,,0,True,internal-live
Lexicographic sorting and stable permutation,Lemma,False,stable_permut'_ext_lists_are_equivalent,6662,6754,93,stable_permut'_ext_lists_are_equivalent,6687,6754,68,66,66,1,stable_permut_ext_lists_are_equivalent,0,1,0,0,,0,True,internal-live
Lexicographic sorting and stable permutation,Lemma,False,stable_permut_ext_lists_are_equivalent,6756,6785,30,stable_permut_ext_lists_are_equivalent,6781,6785,5,3,3,0,,0,0,0,2,src/AffineValidator.v;src/TilingRelation.v,0,True,confirmed-external
PolyLex semantics,Inductive,False,poly_lex_semantics,6789,6798,10,poly_lex_semantics,,,0,0,0,10,PolyLexDone;PolyLexProgress;env_poly_lex_semantics;poly_elim_schedule_semantics_preserve;poly_lex_concat;poly_lex_concat_seq;poly_lex_semantics_ext_iff;poly_lex_semantics_extensionality;poly_lex_semantics_pis_ext_iff;poly_lex_semantics_pis_ext_single,3,19,0,4,polygen/ASTGen.v,0,True,confirmed-external
PolyLex semantics,Constructor,False,PolyLexDone,6790,6798,9,poly_lex_semantics,,,0,0,0,5,PolyLexProgress;poly_lex_concat_seq;poly_lex_semantics;poly_lex_semantics_extensionality;poly_lex_semantics_pis_ext_single,0,3,0,6,polygen/ASTGen.v,0,True,confirmed-external
PolyLex semantics,Constructor,False,PolyLexProgress,6793,6798,6,poly_lex_semantics,,,0,0,0,5,PolyLexDone;poly_lex_concat;poly_lex_semantics;poly_lex_semantics_extensionality;poly_lex_semantics_pis_ext_single,0,3,0,4,polygen/ASTGen.v,0,True,confirmed-external
PolyLex semantics,Definition,False,env_poly_lex_semantics,6801,6802,2,env_poly_lex_semantics,,,0,0,0,2,lex_semantics;poly_elim_schedule_semantics_env_preserve,0,3,0,17,polygen/ASTGen.v;polygen/CodeGen.v,0,True,confirmed-external
PolyLex semantics,Inductive,False,lex_semantics,6804,6811,8,lex_semantics,,,0,0,0,1,PLexSemaIntro,1,1,0,0,,0,False,internal-live
PolyLex semantics,Constructor,False,PLexSemaIntro,6805,6811,7,lex_semantics,,,0,0,0,1,lex_semantics,0,0,0,0,,0,False,internal-live
PolyLex semantics,Theorem,False,poly_lex_semantics_extensionality,6813,6834,22,poly_lex_semantics_extensionality,6819,6834,16,14,14,3,poly_lex_concat;poly_lex_concat_seq;poly_lex_semantics_ext_iff,0,5,0,6,polygen/ASTGen.v,0,True,confirmed-external
PolyLex semantics,Lemma,False,poly_lex_semantics_pis_ext_single,6836,6859,24,poly_lex_semantics_pis_ext_single,6846,6859,14,12,12,1,poly_lex_semantics_pis_ext_iff,0,2,0,0,,0,True,internal-live
PolyLex semantics,Lemma,False,poly_lex_semantics_pis_ext_iff,6861,6882,22,poly_lex_semantics_pis_ext_iff,6871,6882,12,10,10,0,,0,0,0,2,polygen/ASTGen.v,0,True,confirmed-external
PolyLex semantics,Lemma,False,poly_lex_semantics_ext_iff,6884,6894,11,poly_lex_semantics_ext_iff,6889,6894,6,4,4,0,,0,0,0,2,polygen/ASTGen.v,0,True,confirmed-external
PolyLex semantics,Theorem,False,poly_lex_concat,6897,6964,68,poly_lex_concat,6906,6964,59,57,57,1,poly_lex_concat_seq,0,1,0,0,,0,True,internal-live
PolyLex semantics,Theorem,False,poly_lex_concat_seq,6966,7000,35,poly_lex_concat_seq,6973,7000,28,26,26,0,,0,0,0,4,polygen/ASTGen.v,0,True,confirmed-external
Schedule elimination for code generation,Definition,False,insert_zeros,7006,7006,1,insert_zeros,,,0,0,0,4,insert_zeros_commute_after_env;insert_zeros_constraint;insert_zeros_nrl;insert_zeros_product_skipn,0,11,0,2,src/AffineValidator.v,4,True,confirmed-external
Schedule elimination for code generation,Definition,False,insert_zeros_constraint,7007,7007,1,insert_zeros_constraint,,,0,0,0,5,affine_product_skipn;current_transformation_at_pi_elim_schedule;pi_elim_schedule;pi_elim_schedule_nrl;poly_elim_schedule_semantics_env_preserve,0,6,0,4,src/AffineValidator.v;src/TilingRelation.v,2,True,confirmed-external
Schedule elimination for code generation,Fixpoint,False,make_null_poly,7010,7014,5,make_null_poly,,,0,0,0,3,make_null_poly_correct;make_null_poly_nrl;make_sched_poly,1,4,0,4,src/PrepareCodegen.v,0,True,confirmed-external
Schedule elimination for code generation,Fixpoint,False,make_sched_poly,7018,7028,11,make_sched_poly,,,0,0,0,5,make_sched_poly_correct;make_sched_poly_correct_aux;make_sched_poly_nrl;make_sched_poly_nrl_aux;pi_elim_schedule,1,6,0,0,,0,True,internal-live
Schedule elimination for code generation,Theorem,False,make_null_poly_correct,7030,7045,16,make_null_poly_correct,7032,7045,14,12,12,1,make_sched_poly_correct_aux,0,1,0,2,src/PrepareCodegen.v,0,True,confirmed-external
Schedule elimination for code generation,Theorem,False,make_sched_poly_correct_aux,7047,7073,27,make_sched_poly_correct_aux,7051,7073,23,21,21,1,make_sched_poly_correct,0,1,0,0,,0,True,internal-live
Schedule elimination for code generation,Theorem,False,make_sched_poly_correct,7075,7081,7,make_sched_poly_correct,7079,7081,3,1,1,1,poly_elim_schedule_semantics_env_preserve,0,1,0,0,,0,True,internal-live
Schedule elimination for code generation,Theorem,False,make_null_poly_nrl,7083,7094,12,make_null_poly_nrl,7085,7094,10,8,8,1,make_sched_poly_nrl_aux,0,1,0,0,,0,True,internal-live
Schedule elimination for code generation,Theorem,False,make_sched_poly_nrl_aux,7096,7110,15,make_sched_poly_nrl_aux,7098,7110,13,11,11,1,make_sched_poly_nrl,0,1,0,0,,0,True,internal-live
Schedule elimination for code generation,Theorem,False,make_sched_poly_nrl,7112,7116,5,make_sched_poly_nrl,7114,7116,3,1,1,1,pi_elim_schedule_nrl,0,1,0,0,,0,True,internal-live
Schedule elimination for code generation,Lemma,False,insert_zeros_nrl,7118,7138,21,insert_zeros_nrl,7120,7138,19,17,17,1,pi_elim_schedule_nrl,0,1,0,0,,0,True,internal-live
Schedule elimination for code generation,Definition,False,pi_elim_schedule,7140,7152,13,pi_elim_schedule,,,0,0,0,9,current_env_dim_in_dim_pi_elim_schedule;current_src_args_at_pi_elim_schedule;current_src_args_at_pi_elim_schedule_resize;current_src_args_in_dim_pi_elim_schedule_resize;current_src_args_of_pi_elim_schedule;current_transformation_at_pi_elim_schedule;elim_schedule;pi_elim_schedule_nrl;poly_elim_schedule_semantics_env_preserve,0,13,0,0,,0,True,internal-live
Schedule elimination for code generation,Lemma,False,pi_elim_schedule_nrl,7154,7167,14,pi_elim_schedule_nrl,7158,7167,10,8,8,0,,0,0,0,1,polygen/CodeGen.v,0,True,confirmed-external
Schedule elimination for code generation,Definition,False,elim_schedule,7170,7170,1,elim_schedule,,,0,0,0,3,elim_schedule_prog;poly_elim_schedule_semantics_env_preserve;poly_elim_schedule_semantics_preserve,0,7,0,3,polygen/CodeGen.v,0,True,confirmed-external
Schedule elimination for code generation,Lemma,False,split3_eq,7173,7181,9,split3_eq,7175,7181,7,5,5,1,poly_elim_schedule_semantics_preserve,0,3,0,0,,0,True,internal-live
Schedule elimination for code generation,Lemma,False,insert_zeros_product_skipn,7183,7193,11,insert_zeros_product_skipn,7187,7193,7,5,5,2,affine_product_skipn;poly_elim_schedule_semantics_env_preserve,0,2,0,1,src/TilingRelation.v,0,True,confirmed-external
Schedule elimination for code generation,Lemma,False,affine_product_skipn,7195,7202,8,affine_product_skipn,7197,7202,6,4,4,2,current_src_args_at_pi_elim_schedule;current_src_args_at_pi_elim_schedule_resize,0,2,0,1,src/TilingRelation.v,12,True,confirmed-external
Schedule elimination for code generation,Lemma,False,insert_zeros_commute_after_env,7204,7262,59,insert_zeros_commute_after_env,7208,7262,55,53,53,0,,0,0,0,0,,0,False,zero-reference
Schedule elimination for code generation,Lemma,False,current_transformation_at_pi_elim_schedule,7264,7273,10,current_transformation_at_pi_elim_schedule,7268,7273,6,4,4,2,current_src_args_at_pi_elim_schedule;current_src_args_at_pi_elim_schedule_resize,0,2,0,0,,0,True,internal-live
Schedule elimination for code generation,Lemma,False,current_src_args_at_pi_elim_schedule,7275,7307,33,current_src_args_at_pi_elim_schedule,7281,7307,27,25,25,1,current_src_args_of_pi_elim_schedule,0,1,0,0,,0,False,internal-live
Schedule elimination for code generation,Lemma,False,current_env_dim_of_pi_elim_schedule_drop,7309,7343,35,current_env_dim_of_pi_elim_schedule_drop,7316,7343,28,26,26,1,current_src_args_of_pi_elim_schedule,0,1,0,0,,0,False,internal-live
Schedule elimination for code generation,Lemma,False,current_src_args_of_pi_elim_schedule,7345,7368,24,current_src_args_of_pi_elim_schedule,7354,7368,15,13,13,0,,0,0,0,0,,0,False,zero-reference
Schedule elimination for code generation,Lemma,False,current_src_args_at_pi_elim_schedule_resize,7370,7380,11,current_src_args_at_pi_elim_schedule_resize,7375,7380,6,4,4,1,current_src_args_in_dim_pi_elim_schedule_resize,0,1,0,0,,0,True,internal-live
Schedule elimination for code generation,Lemma,False,current_env_dim_in_dim_pi_elim_schedule,7382,7393,12,current_env_dim_in_dim_pi_elim_schedule,7386,7393,8,6,6,1,current_src_args_in_dim_pi_elim_schedule_resize,0,1,0,0,,0,True,internal-live
Schedule elimination for code generation,Lemma,False,current_src_args_in_dim_pi_elim_schedule_resize,7395,7406,12,current_src_args_in_dim_pi_elim_schedule_resize,7401,7406,6,4,4,1,poly_elim_schedule_semantics_preserve,0,1,0,0,,0,True,internal-live
Schedule elimination for code generation,Theorem,False,poly_elim_schedule_semantics_preserve,7408,7529,122,poly_elim_schedule_semantics_preserve,7423,7529,107,105,105,1,poly_elim_schedule_semantics_env_preserve,0,1,0,0,,0,True,internal-live
Schedule elimination for code generation,Theorem,False,poly_elim_schedule_semantics_env_preserve,7531,7617,87,poly_elim_schedule_semantics_env_preserve,7540,7617,78,76,76,0,,0,0,0,1,polygen/CodeGen.v,0,True,confirmed-external
Schedule elimination for code generation,Definition,False,elim_schedule_prog,7619,7622,4,elim_schedule_prog,,,0,0,0,0,,0,0,0,0,,0,False,zero-reference
