Warning: truncated output (original token count: 105285)
Total output lines: 819

kind,name,qualified_name,module_path,section_path,mutual_parent,decl_line,decl_end_line,proof_line,proof_end_line,proof_terminator,proof_span_lines,proof_body_nonblank_lines,internal_dependencies_count,internal_dependencies,internal_callers_count,internal_callers,qualified_external_use_count,qualified_external_uses,confirmed_external_root,reachable_from_any_external_root,runtime_root,reachable_from_runtime_root
Record,second_level_band_recipe,TilingBandScheduleValidator.second_level_band_recipe,TilingBandScheduleValidator,CommonBandInfrastructure,,2774,2779,,,,0,0,0,,36,check_common_second_level_recipe_sizesb;check_phase_semantic_second_level_schedules_symmetricb;check_phase_semantic_second_level_schedules_zero_erasureb;check_phase_semantic_second_level_schedulesb;check_phase_semantic_second_level_sourcesb;check_pprog_second_level_schedule_directb;check_pprog_second_level_schedule_interleavedb;check_pprog_second_level_schedule_stripminedb;check_pprog_second_level_schedule_symmetricb;check_pprog_statementwise_second_level_scheduleb;check_second_level_recipe_sizes_eqb;check_second_level_semantic_schedulesb;common_second_level_recipe_sizes;infer_pinstr_list_second_level_bands;infer_pinstr_second_level_band;parse_second_level_semantic_recipes;phase_semantic_second_level_band_shape;phase_semantic_second_level_expected_schedules;phase_semantic_second_level_schedules_equivalent;phase_semantic_second_level_schedules_match;phase_semantic_second_level_sources_match;phase_semantic_second_level_target_schedule;second_level_band_recipe_of_links_aux;second_level_band_recipe_of_witness;second_level_band_recipe_spec;second_level_child_tiles;second_level_recipe_has_strict_zero_rootb;second_level_root_tiles;second_level_schedule_interleaved_tile_block;second_level_schedule_tile_block;second_level_schedule_tile_block_by_layout;second_level_semantic_band_shape;second_level_semantic_schedules_match;semantic_second_level_grouped_target_schedule;semantic_second_level_interleaved_target_schedule;semantic_second_level_target_schedule,1,src/TilingBandMixedSecondValidator.v:2940:Core.second_level_band_recipe,yes,yes,no,yes
Definition,second_level_child_coeffs,TilingBandScheduleValidator.second_level_child_coeffs,TilingBandScheduleValidator,CommonBandInfrastructure,,2780,2783,,,,0,0,0,,6,dot_product_second_level_child_coeffs;eval_affine_second_level_child;second_level_band_recipe_of_links_aux;second_level_band_recipe_of_links_aux_sound;second_level_band_recipe_of_witness_rejects_ordinary;second_level_band_recipe_spec,0,,no,yes,no,yes
Fixpoint,second_level_band_recipe_of_links_aux,TilingBandScheduleValidator.second_level_band_recipe_of_links_aux,TilingBandScheduleValidator,CommonBandInfrastructure,,2784,2825,,,,0,0,4,listz_strict_eqb;schedule_row_of_tile_link_base;second_level_band_recipe;second_level_child_coeffs,2,second_level_band_recipe_of_links_aux_sound;second_level_band_recipe_of_witness,0,,no,yes,no,yes
Definition,second_level_band_recipe_of_witness,TilingBandScheduleValidator.second_level_band_recipe_of_witness,TilingBandScheduleValidator,CommonBandInfrastructure,,2826,2832,,,,0,0,2,second_level_band_recipe;second_level_band_recipe_of_links_aux,12,check_pinstr_source_like_second_level_recipeb;infer_pinstr_second_level_band;infer_pinstr_second_level_band_bound;infer_pinstr_second_level_band_positive_len;infer_pinstr_second_level_band_sound;parse_second_level_semantic_recipes;parse_second_level_semantic_recipes_length;parse_second_level_semantic_recipes_nth_error;parse_second_level_semantic_recipes_positive;second_level_band_recipe_of_witness_rejects_ordinary;second_level_band_recipe_of_witness_sound;second_level_semantic_rows_exact_cols,0,,no,yes,no,yes
Definition,second_level_recipe_has_strict_zero_rootb,TilingBandScheduleValidator.second_level_recipe_has_strict_zero_rootb,TilingBandScheduleValidator,CommonBandInfrastructure,,2833,2836,,,,0,0,1,second_level_band_recipe,1,check_pinstr_source_like_second_level_recipeb,0,,no,no,no,no
Definition,check_pinstr_source_like_second_level_recipeb,TilingBandScheduleValidator.check_pinstr_source_like_second_level_recipeb,TilingBandScheduleValidator,CommonBandInfrastructure,,2837,2848,,,,0,0,2,second_level_band_recipe_of_witness;second_level_recipe_has_strict_zero_rootb,3,check_pprog_source_like_second_level_recipesb;source_like_guard_rejects_normalized_schedule_mismatch;source_like_guard_requires_strict_zero_recipe_root,0,,no,no,no,no
Fixpoint,check_pprog_source_like_second_level_recipesb,TilingBandScheduleValidator.check_pprog_source_like_second_level_recipesb,TilingBandScheduleValidator,CommonBandInfrastructure,,2849,2864,,,,0,0,1,check_pinstr_source_like_second_level_recipeb,2,check_pprog_source_like_second_level_permutability_via_validate_tiling;checked_tiling_source_like_second_level_direct_validate_correct_same_ctxt,0,,no,no,no,no
Definition,source_like_guard_test_pinstr,TilingBandScheduleValidator.source_like_guard_test_pinstr,TilingBandScheduleValidator,SecondLevelShapeRecognition,,2865,2880,,,,0,0,0,,19,direct_second_level_guard_accepts_grouped_internal_zero_erasure;direct_second_level_guard_accepts_grouped_reverse_padding;direct_second_level_guard_accepts_interleaved_internal_zero_erasure;direct_second_level_guard_accepts_interleaved_reverse_padding;direct_second_level_guard_rejects_internal_zero_removal;direct_second_level_guard_rejects_mixed_statement_layouts;direct_second_level_guard_rejects_nonuniform_actual_zero_masks;direct_second_level_guard_rejects_nonuniform_expected_zero_masks;direct_second_level_guard_rejects_nonzero_row_deletion;direct_second_level_guard_rejects_nonzero_row_reordering;scalar_aware_infer_recognizes_interior_scalar;source_like_guard_rejects_normalized_schedule_mismatch;source_like_guard_requires_strict_zero_recipe_root;structural_second_level_guard_accepts_dropped_trailing_zero;structural_second_level_guard_accepts_heterogeneous_band_lengths;structural_second_level_guard_accepts_interleaved_schedule;structural_second_level_guard_rejects_dropped_internal_zero;structural_second_level_guard_rejects_schedule_mismatch;structural_second_level_guard_rejects_wrong_same_arity_schedule,0,,no,no,no,no
Definition,source_like_guard_test_link,TilingBandScheduleValidator.source_like_guard_test_link,TilingBandScheduleValidator,SecondLevelShapeRecognition,,2881,2890,,,,0,0,0,,2,source_like_guard_test_witness;structural_guard_test_witness_2d,0,,no,no,no,no
Definition,source_like_guard_test_witness,TilingBandScheduleValidator.source_like_guard_test_witness,TilingBandScheduleValidator,SecondLevelShapeRecognition,,2891,2899,,,,0,0,1,source_like_guard_test_link,9,direct_second_level_guard_rejects_mixed_statement_layouts;source_like_guard_rejects_normalized_schedule_mismatch;source_like_guard_requires_strict_zero_recipe_root;structural_second_level_guard_accepts_dropped_trailing_zero;structural_second_level_guard_accepts_heterogeneous_band_lengths;structural_second_level_guard_accepts_interleaved_schedule;structural_second_level_guard_rejects_dropped_internal_zero;structural_second_level_guard_rejects_schedule_mismatch;structural_second_level_guard_rejects_wrong_same_arity_schedule,0,,no,no,no,no
Example,source_like_guard_rejects_normalized_schedule_mismatch,TilingBandScheduleValidator.source_like_guard_rejects_normalized_schedule_mismatch,TilingBandScheduleValidator,SecondLevelShapeRecognition,,2900,2904,2904,2904,Qed,1,1,3,check_pinstr_source_like_second_level_recipeb;source_like_guard_test_pinstr;source_like_guard_test_witness,0,,0,,no,no,no,no
Example,source_like_guard_requires_strict_zero_recipe_root,TilingBandScheduleValidator.source_like_guard_requires_strict_zero_recipe_root,TilingBandScheduleValidator,SecondLevelShapeRecognition,,2906,2910,2910,2910,Qed,1,1,3,check_pinstr_source_like_second_level_recipeb;source_like_guard_test_pinstr;source_like_guard_test_witness,0,,0,,no,no,no,no
Inductive,second_level_band_recipe_spec,TilingBandScheduleValidator.second_level_band_recipe_spec,TilingBandScheduleValidator,SecondLevelShapeRecognition,,2912,2938,,,,0,0,3,schedule_row_of_tile_link_base;second_level_band_recipe;second_level_child_coeffs,14,eval_tile_links_from_second_level_recipe_spec;infer_pinstr_second_level_band_sound;phase_semantic_second_added_tiles_eq;second_level_band_recipe_of_links_aux_sound;second_level_band_recipe_of_witness_sound;second_level_band_recipe_root_rows_exact_cols;second_level_band_recipe_spec_lengths;second_level_band_recipe_spec_links_length;second_level_band_recipe_spec_positive_sizes;second_level_band_recipe_spec_root_rows_nonempty;second_level_schedule_interleaved_tile_block_pointwise_le_common_sizes;second_level_schedule_tile_block_by_layout_pointwise_le_common_sizes;second_level_schedule_tile_block_pointwise_le;second_level_schedule_tile_block_pointwise_le_common_sizes,1,src/TilingBandMixedSecondValidator.v:608:Core.second_level_band_recipe_spec,yes,yes,no,yes
Lemma,second_level_band_recipe_of_links_aux_sound,TilingBandScheduleValidator.second_level_band_recipe_of_links_aux_sound,TilingBandScheduleValidator,SecondLevelShapeRecognition,,2939,2981,2944,2981,Qed,38,36,5,listz_strict_eqb;listz_strict_eqb_eq;second_level_band_recipe_of_links_aux;second_level_band_recipe_spec;second_level_child_coeffs,1,second_level_band_recipe_of_witness_sound,0,,no,yes,no,yes
Lemma,second_level_band_recipe_of_witness_sound,TilingBandScheduleValidator.second_level_band_recipe_of_witness_sound,TilingBandScheduleValidator,SecondLevelShapeRecognition,,2983,2996,2988,2996,Qed,9,7,3,second_level_band_recipe_of_links_aux_sound;second_level_band_recipe_of_witness;second_level_band_recipe_spec,7,infer_pinstr_second_level_band_positive_len;infer_pinstr_second_level_band_sound;parse_second_level_semantic_recipes_positive;phase_semantic_second_level_band_shape_reversal_bridge;second_level_band_recipe_of_witness_rejects_ordinary;second_level_semantic_band_shape_reversal_bridge;second_level_semantic_rows_exact_cols,0,,no,yes,no,yes
Lemma,second_level_band_recipe_of_witness_rejects_ordinary,TilingBandScheduleValidator.second_level_band_recipe_of_witness_rejects_ordinary,TilingBandScheduleValidator,SecondLevelShapeRecognition,,2998,3021,3002,3021,Qed,20,18,5,check_ordinary_tiling_witnessb;schedule_rows_of_links;second_level_band_recipe_of_witness;second_level_band_recipe_of_witness_sound;second_level_child_coeffs,0,,0,,no,no,no,no
Fixpoint,interleave_root_child_tiles,TilingBandScheduleValidator.interleave_root_child_tiles,TilingBandScheduleValidator,SecondLevelShapeRecognition,,3023,3030,,,,0,0,0,,18,affine_product_second_level_child_rows_at;affine_product_second_level_root_rows_at;eval_tile_links_from_second_level_recipe_spec;interleave_root_child_tiles_app;interleave_root_child_tiles_length;interleave_root_child_tiles_pointwise_le;interleave_root_child_tiles_repeat_zero;map_nth_child_positions_interleave;map_nth_root_positions_interleave;phase_semantic_second_added_tiles_eq;second_level_local_reversal_bridge_by_layout_wf_with_env_len;second_level_schedule_interleaved_tile_block;second_level_semantic_band_shape_reversal_bridge;semantic_second_level_global_tile_block;semantic_second_level_global_tile_block_local;stripmine_second_level_schedule_after_env_by_layout_eval;stripmine_second_level_schedule_after_env_eval;stripmine_second_level_schedule_interleaved_after_env_eval,4,src/TilingBandMixedSecondValidator.v:1231:Core.interleave_root_child_tiles;src/TilingBandMixedSecondValidator.v:1238:Core.interleave_root_child_tiles;src/TilingBandMixedSecondValidator.v:1247:Core.interleave_root_child_tiles;src/TilingBandMixedSecondValidator.v:1254:Core.interleave_root_child_tiles,yes,yes,no,yes
Definition,second_level_root_tiles,TilingBandScheduleValidator.second_level_root_tiles,TilingBandScheduleValidator,SecondLevelShapeRecognition,,3031,3039,,,,0,0,1,second_level_band_recipe,14,eval_tile_links_from_second_level_recipe_spec;phase_semantic_second_added_tiles_eq;second_level_child_tiles;second_level_local_reversal_bridge_by_layout_wf_with_env_len;second_level_root_tiles_length;second_level_root_tiles_pointwise_le;second_level_schedule_interleaved_tile_block;second_level_schedule_interleaved_tile_block_eq_common_sizes;second_level_schedule_interleaved_tile_block_pointwise_le_common_sizes;second_level_schedule_tile_block;second_level_schedule_tile_block_eq;second_level_schedule_tile_block_eq_common_sizes;second_level_schedule_tile_block_pointwise_le_common_sizes;second_level_semantic_band_shape_reversal_bridge,4,src/TilingBandMixedSecondValidator.v:1226:Core.second_level_root_tiles;src/TilingBandMixedSecondValidator.v:1228:Core.second_level_root_tiles;src/TilingBandMixedSecondValidator.v:1239:Core.second_level_root_tiles;src/TilingBandMixedSecondValidator.v:1255:Core.second_level_root_tiles,yes,yes,no,yes
Definition,second_level_child_tiles,TilingBandScheduleValidator.second_level_child_tiles,TilingBandScheduleValidator,SecondLevelShapeRecognition,,3040,3048,,,,0,0,2,second_level_band_recipe;second_level_root_tiles,12,eval_tile_links_from_second_level_recipe_spec;phase_semantic_second_added_tiles_eq;second_level_child_tiles_pointwise_le;second_level_local_reversal_bridge_by_layout_wf_with_env_len;second_level_schedule_interleaved_tile_block;second_level_schedule_interleaved_tile_block_eq_common_sizes;second_level_schedule_interleaved_tile_block_pointwise_le_common_sizes;second_level_schedule_tile_block;second_level_schedule_tile_block_eq;second_level_schedule_tile_block_eq_common_sizes;second_level_schedule_tile_block_pointwise_le_common_sizes;second_level_semantic_band_shape_reversal_bridge,6,src/TilingBandMixedSecondValidator.v:1227:Core.second_level_child_tiles;src/TilingBandMixedSecondValidator.v:1229:Core.second_level_child_tiles;src/TilingBandMixedSecondValidator.v:1240:Core.second_level_child_tiles;src/TilingBandMixedSecondValidator.v:1256:Core.second_level_child_tiles;src/TilingBandMixedSecondValidator.v:1278:Core.second_level_child_tiles;src/TilingBandMixedSecondValidator.v:1287:Core.second_level_child_tiles,yes,yes,no,yes
Definition,second_level_schedule_tile_block,TilingBandScheduleValidator.second_level_schedule_tile_block,TilingBandScheduleValidator,SecondLevelShapeRecognition,,3049,3054,,,,0,0,3,second_level_band_recipe;second_level_child_tiles;second_level_root_tiles,5,second_level_schedule_tile_block_by_layout;second_level_schedule_tile_block_eq;second_level_schedule_tile_block_eq_common_sizes;second_level_schedule_tile_block_pointwise_le;second_level_schedule_tile_block_pointwise_le_common_sizes,2,src/TilingBandMixedSecondValidator.v:1393:Core.second_level_schedule_tile_block;src/TilingBandMixedSecondValidator.v:1424:Core.second_level_schedule_tile_block,yes,yes,no,yes
Definition,second_level_schedule_interleaved_tile_block,TilingBandScheduleValidator.second_level_schedule_interleaved_tile_block,TilingBandScheduleValidator,SecondLevelShapeRecognition,,3055,3061,,,,0,0,4,interleave_root_child_tiles;second_level_band_recipe;second_level_child_tiles;second_level_root_tiles,3,second_level_schedule_interleaved_tile_block_eq_common_sizes;second_level_schedule_interleaved_tile_block_pointwise_le_common_sizes;second_level_schedule_tile_block_by_layout,0,,no,yes,no,yes
Lemma,affine_product_schedule_row_of_tile_link_base_second_level,TilingBandScheduleValidator.affine_product_schedule_row_of_tile_link_base_second_level,TilingBandScheduleValidator,SecondLevelShapeRecognition,,3062,3092,3073,3092,Qed,20,18,1,schedule_row_of_tile_link_base,1,eval_tile_links_from_second_level_recipe_spec,0,,no,yes,no,yes
Lemma,dot_product_second_level_child_coeffs,TilingBandScheduleValidator.dot_product_second_level_child_coeffs,TilingBandScheduleValidator,SecondLevelShapeRecognition,,3094,3108,3099,3108,Qed,10,8,1,second_level_child_coeffs,1,eval_affine_second_level_child,0,,no,yes,no,yes
Lemma,eval_affine_second_level_child,TilingBandScheduleValidator.eval_affine_second_level_child,TilingBandScheduleValidator,SecondLevelShapeRecognition,,3110,3126,3119,3126,Qed,8,6,2,dot_product_second_level_child_coeffs;second_level_child_coeffs,1,eval_tile_links_from_second_level_recipe_spec,0,,no,yes,no,yes
Lemma,eval_tile_links_from_second_level_recipe_spec,TilingBandScheduleValidator.eval_tile_links_from_second_level_recipe_spec,TilingBandScheduleValidator,SecondLevelShapeRecognition,,3128,3226,3144,3226,Qed,83,81,7,affine_product_schedule_row_of_tile_link_base_second_level;eval_affine_second_level_child;interleave_root_child_tiles;schedule_row_of_tile_link_base;second_level_band_recipe_spec;second_level_child_tiles;second_level_root_tiles,3,phase_semantic_second_added_tiles_eq;second_level_local_reversal_bridge_by_layout_wf_with_env_len;second_level_semantic_band_shape_reversal_bridge,2,src/TilingBandMixedSecondValidator.v:1242:Core.eval_tile_links_from_second_level_recipe_spec;src/TilingBandMixedSecondValidator.v:1258:Core.eval_tile_links_from_second_level_recipe_spec,yes,yes,no,yes
Definition,infer_pinstr_second_level_band,TilingBandScheduleValidator.infer_pinstr_second_level_band,TilingBandScheduleValidator,SecondLevelShapeRecognition,,3228,3248,,,,0,0,4,find_schedule_block_start;pinstr_tiling_band;second_level_band_recipe;second_level_band_recipe_of_witness,7,infer_pinstr_list_second_level_bands;infer_pinstr_list_second_level_bands_lengths;infer_pinstr_list_second_level_bands_nth_error;infer_pinstr_second_level_band_bound;infer_pinstr_second_level_band_positive_len;infer_pinstr_second_level_band_sound;infer_second_level_bands_compose_schedule1_nonempty,0,,no,yes,no,yes
Fixpoint,infer_pinstr_list_second_level_bands,TilingBandScheduleValidator.infer_pinstr_list_second_level_bands,TilingBandScheduleValidator,SecondLevelShapeRecognition,,3249,3264,,,,0,0,3,infer_pinstr_second_level_band;pinstr_tiling_band;second_level_band_recipe,15,check_pprog_second_level_schedule_directb;check_pprog_second_level_schedule_directb_sound;check_pprog_second_level_schedule_interleavedb;check_pprog_second_level_schedule_interleavedb_sound;check_pprog_second_level_schedule_stripminedb;check_pprog_second_level_schedule_stripminedb_sound;check_pprog_second_level_schedule_symmetricb;check_pprog_second_level_schedule_symmetricb_sound;check_pprog_statementwise_second_level_scheduleb;infer_pinstr_list_second_level_bands_lengths;infer_pinstr_list_second_level_bands_nth_error;infer_second_level_bands_compose_schedule1_nonempty;second_level_local_reversal_bridge_by_layout_wf_with_env_len;second_level_local_reversal_bridge_interleaved_wf_with_env_len;second_level_local_reversal_bridge_wf_with_env_len,6,src/TilingBandDirectRuntime.v:236:Legacy.infer_pinstr_list_second_level_bands;src/TilingBandMixedSecondValidator.v:621:Core.infer_pinstr_list_second_level_bands;src/TilingBandMixedSecondValidator.v:914:Core.infer_pinstr_list_second_level_bands;src/TilingBandMixedSecondValidator.v:2946:Core.infer_pinstr_list_second_level_bands;src/TilingBandMixedSecondValidator.v:3022:Core.infer_pinstr_list_second_level_bands;src/TilingBandMixedSecondValidator.v:3036:Core.infer_pinstr_list_second_level_bands,yes,yes,yes,yes
Fixpoint,check_band_starts_eqb,TilingBandScheduleValidator.check_band_starts_eqb,TilingBandScheduleValidator,SecondLevelShapeRecognition,,3265,3272,,,,0,0,1,pinstr_tiling_band,2,check_band_starts_eqb_sound;check_common_band_startb,0,,no,yes,no,yes
Definition,check_common_band_startb,TilingBandScheduleValidator.check_common_band_startb,TilingBandScheduleValidator,SecondLevelShapeRecognition,,3273,3279,,,,0,0,2,check_band_starts_eqb;pinstr_tiling_band,9,check_common_band_startb_sound;check_pprog_second_level_schedule_directb;check_pprog_second_level_schedule_directb_sound;check_pprog_second_level_schedule_interleavedb;check_pprog_second_level_schedule_interleavedb_sound;check_pprog_second_level_schedule_stripminedb;check_pprog_second_level_schedule_stripminedb_sound;check_pprog_second_level_schedule_symmetricb;check_pprog_second_level_schedule_symmetricb_sound,0,,no,yes,no,yes
