section,kind,local,name,line,end_line,span_lines,proof_group,proof_start,proof_end,proof_span_lines,proof_body_lines,proof_body_lines_unique,internal_caller_count,internal_callers,self_ref_count,internal_nonheader_count,interstitial_ref_count,external_confirmed_count,external_confirmed_files,external_bare_candidate_count,reachable_from_confirmed_public,reference_class
Preamble,Definition,False,ident,36,36,1,ident,,,0,0,0,9,check_wf_polyinstr;check_wf_polyinstr_tiling;ctxt_eqb;current_access_transformation_at_preserve_length;current_transformation_at_preserve_length;exact_listzzs_cols_current_access_transformation_at;exact_listzzs_cols_current_transformation_at;forallb_wf_polyprog_correct;permutable_instance_lists_preserve_semantics,1,15,1,1,src/TilingBandScheduleValidator.v,857,True,confirmed-external
Executable validator and witness-aware routes,Fixpoint,False,list_Z_eqb,49,54,6,list_Z_eqb,,,0,0,0,2,affine_expr_eqb;list_Z_eqb_eq,1,4,0,0,,8,True,internal-live
Executable validator and witness-aware routes,Definition,False,affine_expr_eqb,56,59,4,affine_expr_eqb,,,0,0,0,2,affine_expr_eqb_eq;tile_link_eqb,0,3,0,0,,4,True,internal-live
Executable validator and witness-aware routes,Definition,False,tile_link_eqb,61,63,3,tile_link_eqb,,,0,0,0,2,tile_link_eqb_eq;tile_link_list_eqb,0,3,0,0,,4,True,internal-live
Executable validator and witness-aware routes,Fixpoint,False,tile_link_list_eqb,65,70,6,tile_link_list_eqb,,,0,0,0,2,statement_tiling_witness_eqb;tile_link_list_eqb_eq,1,3,0,0,,4,True,internal-live
Executable validator and witness-aware routes,Definition,False,statement_tiling_witness_eqb,72,75,4,statement_tiling_witness_eqb,,,0,0,0,2,point_space_witness_eqb;statement_tiling_witness_eqb_eq,0,3,0,0,,4,True,internal-live
Executable validator and witness-aware routes,Definition,False,point_space_witness_eqb,77,87,11,point_space_witness_eqb,,,0,0,0,4,EqDomInstr;check_wf_polyinstr;check_wf_polyinstr_affine_as_general;point_space_witness_eqb_eq,2,6,0,0,,9,True,internal-live
Executable validator and witness-aware routes,Lemma,False,list_Z_eqb_eq,89,102,14,list_Z_eqb_eq,93,102,10,8,8,1,affine_expr_eqb_eq,0,2,0,0,,3,True,internal-live
Executable validator and witness-aware routes,Lemma,False,affine_expr_eqb_eq,104,118,15,affine_expr_eqb_eq,108,118,11,9,9,1,tile_link_eqb_eq,0,1,0,0,,2,True,internal-live
Executable validator and witness-aware routes,Lemma,False,tile_link_eqb_eq,120,133,14,tile_link_eqb_eq,124,133,10,8,8,1,tile_link_list_eqb_eq,0,1,0,0,,2,True,internal-live
Executable validator and witness-aware routes,Lemma,False,tile_link_list_eqb_eq,135,148,14,tile_link_list_eqb_eq,139,148,10,8,8,1,statement_tiling_witness_eqb_eq,0,1,0,0,,2,True,internal-live
Executable validator and witness-aware routes,Lemma,False,statement_tiling_witness_eqb_eq,150,163,14,statement_tiling_witness_eqb_eq,154,163,10,8,8,1,point_space_witness_eqb_eq,0,1,0,0,,2,True,internal-live
Executable validator and witness-aware routes,Lemma,False,point_space_witness_eqb_eq,165,184,20,point_space_witness_eqb_eq,169,184,16,14,14,2,check_eqdom_pinstr_correct;check_wf_polyinstr_affine_correct,2,4,0,0,,5,True,internal-live
Executable validator and witness-aware routes,Lemma,False,existsb_bool_eta,186,194,9,existsb_bool_eta,189,194,6,4,4,0,,0,0,0,0,,0,False,zero-reference
Executable validator and witness-aware routes,Lemma,True,existsb_access_cols_eta,196,214,19,existsb_access_cols_eta,208,214,7,5,5,1,check_wf_polyinstr_affine_as_general,0,2,0,0,,0,True,internal-live
Executable validator and witness-aware routes,Lemma,True,false_guard_preserves_conjunction,216,224,9,false_guard_preserves_conjunction,221,224,4,2,2,1,check_wf_polyinstr_affine_as_general,0,1,0,0,,0,True,internal-live
Executable validator and witness-aware routes,Definition,False,check_wf_polyinstr,226,273,48,check_wf_polyinstr,,,0,0,0,5,check_wf_polyinstr_affine_as_general;check_wf_polyinstr_affine_correct;check_wf_polyinstr_correct;check_wf_polyprog;check_wf_polyprog_affine_correct,0,6,0,4,src/Extractor.v;src/Validator.v,1,True,confirmed-external
Executable validator and witness-aware routes,Definition,False,check_wf_polyprog,275,280,6,check_wf_polyprog,,,0,0,0,3,check_wf_polyprog_affine_correct;check_wf_polyprog_correct;validate,0,5,0,1,src/Validator.v,17,True,confirmed-external
Executable validator and witness-aware routes,Definition,False,check_wf_polyinstr_tiling,282,320,39,check_wf_polyinstr_tiling,,,0,0,0,6,check_wf_polyinstr_affine_as_general;check_wf_polyinstr_common_correct;check_wf_polyinstr_general;check_wf_polyinstr_tiling_correct;check_wf_polyprog_tiling;check_wf_polyprog_tiling_correct,0,8,0,1,src/Validator.v,1,True,confirmed-external
Executable validator and witness-aware routes,Definition,False,check_wf_polyprog_tiling,322,330,9,check_wf_polyprog_tiling,,,0,0,0,3,check_wf_polyprog_general;check_wf_polyprog_tiling_correct;validate_tiling,0,5,0,1,src/Validator.v,1,True,confirmed-external
Executable validator and witness-aware routes,Definition,False,check_wf_polyinstr_general,334,334,1,check_wf_polyinstr_general,,,0,0,0,0,,0,0,0,1,src/Validator.v,1,True,confirmed-external
Executable validator and witness-aware routes,Definition,False,check_wf_polyprog_general,335,335,1,check_wf_polyprog_general,,,0,0,0,0,,0,0,0,2,driver/TPolValidator.v;src/Validator.v,17,True,confirmed-external
Executable validator and witness-aware routes,Definition,False,EqDomInstr,337,346,10,EqDomInstr,,,0,0,0,3,EqDomInstList;check_eqdom_pinstr_correct;check_eqdom_pinstrs_correct,0,4,0,0,,0,True,internal-live
Executable validator and witness-aware routes,Lemma,False,ctxt_ty_eqb_eq,357,374,18,ctxt_ty_eqb_eq,361,374,14,12,12,1,check_eqdom_pprog_correct,0,1,0,0,,14,True,internal-live
Executable validator and witness-aware routes,Fixpoint,False,EqDomInstList,376,382,7,EqDomInstList,,,0,0,0,2,EqDom;check_eqdom_pinstrs_correct,1,3,0,0,,0,True,internal-live
Executable validator and witness-aware routes,Fixpoint,False,ctxt_eqb,384,390,7,ctxt_eqb,,,0,0,0,2,EqDom;ctxt_eqb_eq,1,3,0,0,,43,True,internal-live
Executable validator and witness-aware routes,Lemma,False,ctxt_eqb_eq,392,409,18,ctxt_eqb_eq,395,409,15,13,13,1,check_eqdom_pprog_correct,0,1,0,0,,18,True,internal-live
Executable validator and witness-aware routes,Definition,False,EqDom,412,420,9,EqDom,,,0,0,0,4,check_eqdom_pprog_correct;eqdom_perserve_finite;validate;validate_tiling,0,5,0,1,src/Validator.v,3,True,confirmed-external
Executable validator and witness-aware routes,Fixpoint,False,forallb_imp,422,428,7,forallb_imp,,,0,0,0,14,forallb_imp_true_forall;forallb_imp_true_head_true;forallb_imp_true_tail_true;validate_access_accesslist_implies_permut_no_collision1;validate_two_accesses_helper;validate_two_accesses_helper_correct;validate_two_accesses_helper_integer;validate_two_accesses_helper_integer_correct;validate_two_accesslist_implies_permut_no_collision1;validate_two_instrs;validate_two_instrs_under_guards;validate_two_instrs_under_guards_integer;validate_two_instrs_under_guards_integer_implies_no_write_collision;validated_access_checks_imply_no_write_collision,1,41,0,0,,0,True,internal-live
Executable validator and witness-aware routes,Lemma,False,forallb_imp_true_head_true,430,439,10,forallb_imp_true_head_true,434,439,6,4,4,0,,0,0,0,0,,0,False,zero-reference
Executable validator and witness-aware routes,Lemma,False,forallb_imp_true_tail_true,441,451,11,forallb_imp_true_tail_true,445,451,7,5,5,0,,0,0,0,0,,0,False,zero-reference
Executable validator and witness-aware routes,Definition,False,validate_lt_ge_pair,453,457,5,validate_lt_ge_pair,,,0,0,0,3,validate_lt_ge_pair_correct;validate_two_accesses_helper;validate_two_accesses_helper_correct,0,4,0,0,,0,True,internal-live
Executable validator and witness-aware routes,Definition,False,validate_two_accesses_helper,459,467,9,validate_two_accesses_helper,,,0,0,0,2,validate_two_accesses;validate_two_accesses_helper_correct,0,3,0,0,,0,True,internal-live
Executable validator and witness-aware routes,Definition,False,access_matches_tf,469,471,3,access_matches_tf,,,0,0,0,10,compose_access_function_at_correct;compose_access_function_at_exact_cols;validate_access_accesslist_implies_permut_no_collision1;validate_two_accesses_implies_permut_no_collision;validate_two_accesses_integer_implies_permut_no_collision;validate_two_accesslist_implies_permut_no_collision1;validate_two_instrs_under_guards_integer_implies_no_write_collision;validated_access_checks_imply_no_write_collision;wf_pinstr_ext_tiling_implies_raccess_matches;wf_pinstr_ext_tiling_implies_waccess_matches,0,24,0,0,,0,True,internal-live
Executable validator and witness-aware routes,Definition,False,compose_access_function_at,473,480,8,compose_access_function_at,,,0,0,0,6,compose_access_function_at_correct;compose_access_function_at_exact_cols;validate_two_accesses;validate_two_accesses_implies_permut_no_collision;validate_two_accesses_integer;validate_two_accesses_integer_implies_permut_no_collision,0,14,0,0,,0,True,internal-live
Executable validator and witness-aware routes,Lemma,False,affine_product_zero_padded_access,482,502,21,affine_product_zero_padded_access,489,502,14,12,12,1,compose_access_function_at_correct,0,1,0,0,,0,True,internal-live
Executable validator and witness-aware routes,Lemma,False,compose_access_function_at_exact_cols,504,522,19,compose_access_function_at_exact_cols,509,522,14,12,12,2,validate_two_accesses_implies_permut_no_collision;validate_two_accesses_integer_implies_permut_no_collision,0,2,0,0,,0,True,internal-live
Executable validator and witness-aware routes,Lemma,False,compose_access_function_at_correct,524,539,16,compose_access_function_at_correct,531,539,9,7,7,2,validate_two_accesses_implies_permut_no_collision;validate_two_accesses_integer_implies_permut_no_collision,0,4,0,0,,0,True,internal-live
Executable validator and witness-aware routes,Definition,False,validate_two_accesses,541,554,14,validate_two_accesses,,,0,0,0,6,validate_access_accesslist_implies_permut_no_collision1;validate_two_accesses_implies_permut_no_collision;validate_two_accesslist_implies_permut_no_collision1;validate_two_instrs;validate_two_instrs_under_guards;validated_access_checks_imply_no_write_collision,0,13,0,0,,0,True,internal-live
Executable validator and witness-aware routes,Definition,False,validate_two_instrs,557,591,35,validate_two_instrs,,,0,0,0,5,validate_instr_and_list;validate_instr_and_list_implies_pointwise;validate_instr_list;validate_pinstr_implies_permutability1;validate_two_instrs_implies_no_write_collision,0,8,0,0,,0,True,internal-live
Executable validator and witness-aware routes,Definition,False,validate_two_instrs_under_guards,593,635,43,validate_two_instrs_under_guards,,,0,0,0,1,validate_two_instrs_under_guards_implies_no_write_collision,0,2,0,0,,0,False,internal-live
Executable validator and witness-aware routes,Fixpoint,False,validate_instr_and_list,637,647,11,validate_instr_and_list,,,0,0,0,4,validate_instr_and_list_implies_permutability1;validate_instr_and_list_implies_permutability2;validate_instr_and_list_implies_pointwise;validate_instr_list,1,5,0,1,src/TilingBandScheduleValidator.v,0,True,confirmed-external
Executable validator and witness-aware routes,Fixpoint,False,validate_instr_list,649,657,9,validate_instr_list,,,0,0,0,3,validate;validate_pinstrs_ext_implies_permutability;validate_tiling,1,4,0,5,src/TilingBandScheduleValidator.v;src/Validator.v,5,True,confirmed-external
Executable validator and witness-aware routes,Definition,False,check_valid_access,659,665,7,check_valid_access,,,0,0,0,3,check_valid_access_correct;validate;validate_tiling,0,4,0,10,src/TilingBandPhaseScalarValidator.v;src/TilingBandScheduleValidator.v;src/Validator.v,3,True,confirmed-external
Executable validator and witness-aware routes,Definition,False,compose_pinstr_ext_at,667,682,16,compose_pinstr_ext_at,,,0,0,0,5,compose_pinstrs_ext_at;compose_pinstrs_ext_at_app_singleton;expand_pinstr_implies_expand_pinstr_ext_at;flatten_instrs_implies_flatten_instrs_ext_at;wf_pinstr_tiling_implies_wf_pinstr_ext_tiling_at,0,10,0,0,,0,True,internal-live
Executable validator and witness-aware routes,Fixpoint,False,compose_pinstrs_ext_at,684,693,10,compose_pinstrs_ext_at,,,0,0,0,8,compose_pinstrs_ext_at_app_singleton;compose_pinstrs_ext_at_preserve_length;flatten_instrs_implies_flatten_instrs_ext_at;validate;validate_implies_permutability;validate_tiling;validate_tiling_implies_permutability;wf_pil_tiling_implies_wf_pil_ext_tiling_at,1,19,0,0,,0,True,internal-live
Executable validator and witness-aware routes,Definition,False,validate,695,705,11,validate,,,0,0,0,5,validate_correct;validate_implies_correspondence;validate_implies_permutability;validate_preserve_finite;validate_preserve_wf_pprog,0,10,0,8,driver/TPolValidator.v;src/JamValidator.v;src/LoopJamValidator.v;src/ParallelValidator.v;src/Validator.v,25,True,confirmed-external
Executable validator and witness-aware routes,Definition,False,validate_tiling,707,717,11,validate_tiling,,,0,0,0,5,validate_general;validate_tiling_correct;validate_tiling_implies_correspondence;validate_tiling_implies_permutability;validate_tiling_preserve_finite,0,9,0,2,src/TilingValidator.v;src/Validator.v,1,True,confirmed-external
Executable validator and witness-aware routes,Definition,False,validate_general,722,722,1,validate_general,,,0,0,0,0,,0,0,0,5,src/TilingValidator.v;src/Validator.v,9,True,confirmed-external
Boolean-check soundness,Lemma,True,check_wf_polyinstr_affine_as_general,726,746,21,check_wf_polyinstr_affine_as_general,733,746,14,12,12,1,check_wf_polyinstr_affine_correct,0,1,0,0,,0,True,internal-live
Boolean-check soundness,Lemma,True,check_wf_polyinstr_common_correct,748,875,128,check_wf_polyinstr_common_correct,754,875,122,120,120,2,check_wf_polyinstr_affine_correct;check_wf_polyinstr_tiling_correct,0,2,0,0,,0,True,internal-live
Boolean-check soundness,Lemma,False,check_valid_access_correct,877,890,14,check_valid_access_correct,884,890,7,5,5,2,validate_implies_permutability;validate_tiling_implies_permutability,0,2,0,8,src/TilingBandPhaseScalarValidator.v;src/TilingBandScheduleValidator.v,0,True,confirmed-external
Boolean-check soundness,Lemma,False,check_wf_polyinstr_affine_correct,892,910,19,check_wf_polyinstr_affine_correct,896,910,15,13,13,2,check_wf_polyinstr_correct;check_wf_polyprog_affine_correct,0,2,0,1,src/Validator.v,2,True,confirmed-external
