section,kind,local,name,line,end_line,span_lines,proof_group,proof_start,proof_end,proof_span_lines,proof_body_lines,proof_body_lines_unique,internal_dependency_count,internal_dependencies,internal_caller_count,internal_callers,self_ref_count,internal_nonheader_count,interstitial_ref_count,external_confirmed_count,external_confirmed_files,external_bare_candidate_count,reachable_from_confirmed_public,reference_class
Declarations,Constructor,False,RawParallelCurrentAffineISS,44,66,23,raw_config,,,0,0,0,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;raw_config,33,RawParallelCurrentAffine;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;check_config;raw_config,0,1,0,0,,2,False,internal-live
Declarations,Constructor,False,RawParallelCurrentDefaultISS,45,66,22,raw_config,,,0,0,0,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;raw_config,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;check_config;raw_config,0,1,0,0,,2,False,internal-live
Declarations,Constructor,False,RawVectorCurrentIdentity,46,66,21,raw_config,,,0,0,0,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;raw_config,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;check_config;raw_config,0,1,0,0,,2,False,internal-live
Declarations,Constructor,False,RawVectorCurrentIdentityTiled,47,66,20,raw_config,,,0,0,0,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;raw_config,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiledISS;check_config;raw_config,0,1,0,0,,2,False,internal-live
Declarations,Constructor,False,RawVectorCurrentIdentityTiledISS,48,66,19,raw_config,,,0,0,0,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;raw_config,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;check_config;raw_config,0,1,0,0,,2,False,internal-live
Declarations,Constructor,False,RawVectorCurrentAffine,49,66,18,raw_config,,,0,0,0,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;raw_config,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;check_config;raw_config,0,1,0,0,,2,False,internal-live
Declarations,Constructor,False,RawVectorCurrentDefault,50,66,17,raw_config,,,0,0,0,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;raw_config,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;check_config;raw_config,0,1,0,0,,2,False,internal-live
Declarations,Constructor,False,RawVectorCurrentDiamond,51,66,16,raw_config,,,0,0,0,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;raw_config,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;check_config;raw_config,0,1,0,0,,2,False,internal-live
Declarations,Constructor,False,RawVectorCurrentDiamondISS,52,66,15,raw_config,,,0,0,0,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;raw_config,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;check_config;raw_config,0,1,0,0,,2,False,internal-live
Declarations,Constructor,False,RawVectorCurrentIdentityISS,53,66,14,raw_config,,,0,0,0,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;raw_config,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;check_config;raw_config,0,1,0,0,,2,False,internal-live
Declarations,Constructor,False,RawVectorCurrentAffineISS,54,66,13,raw_config,,,0,0,0,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;raw_config,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;check_config;raw_config,0,1,0,0,,2,False,internal-live
Declarations,Constructor,False,RawVectorCurrentDefaultISS,55,66,12,raw_config,,,0,0,0,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;raw_config,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;check_config;raw_config,0,1,0,0,,2,False,internal-live
Declarations,Constructor,False,RawParallelCurrentManyIdentity,56,66,11,raw_config,,,0,0,0,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentity;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;raw_config,33,RawParallelCurrentAffine;RawParallelCurrentAffineISS;RawParallelCurrentDefault;RawParallelCurrentDefaultISS;RawParallelCurrentDiamond;RawParallelCurrentDiamondISS;RawParallelCurrentIdentity;RawParallelCurrentIdentityISS;RawParallelCurrentIdentityTiled;RawParallelCurrentIdentityTiledISS;RawParallelCurrentManyAffine;RawParallelCurrentManyAffineISS;RawParallelCurrentManyDefault;RawParallelCurrentManyDefaultISS;RawParallelCurrentManyDiamond;RawParallelCurrentManyDiamondISS;RawParallelCurrentManyIdentityISS;RawParallelCurrentManyIdentityTiled;RawParallelCurrentManyIdentityTiledISS;RawSeq;RawUnsupported;RawVectorCurrentAffine;RawVectorCurrentAffineISS;RawVectorCurrentDefault;RawVectorCurrentDefaultISS;RawVectorCurrentDiamond;RawVectorCurrentDiamondISS;RawVectorCurrentIdentity;RawVectorCurrentIdentityISS;RawVectorCurrentIdentityTiled;RawVectorCurrentIdentityTiledISS;check_config;raw_config,0,1,0,0,,2,False,internal-live
